sample_id,site_id,site_name,city_cn,issue_date,target_date,target_refined_date_type,hour,actual_load,predicted_load
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,16,,0.4513245353739963
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,17,,0.41182265590945033
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,18,,0.490910765686858
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,19,,1.0729365616096314
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,20,,1.1075787352170285
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,21,,0.8031930328784478
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,22,,0.694866181344337
all_equivalent5_ext_20260315,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-09,2026-03-15,weekend_w6,23,,0.609681505726364
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,0,,1.9051673728715866
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,1,,1.356949694792227
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,2,,1.0491441445204621
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,3,,0.798530119767505
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,4,,0.7437525782462833
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,5,,0.8228631499411869
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,6,,1.2411906734407276
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,7,,1.3424058930472536
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,8,,0.8514057707335982
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,9,,0.6683977194216353
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,10,,0.3708091994984961
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,11,,0.44839736626854193
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,12,,1.448698654761584
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,13,,1.1395553605729711
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,14,,0.46578495838080824
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,15,,0.44553429409451756
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,16,,0.45788055104329506
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,17,,0.4526289365572743
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,18,,0.4809471378441986
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,19,,1.0023187260656576
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,20,,1.158247838633741
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,21,,0.9186994374455886
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,22,,0.8094776654747269
all_equivalent5_ext_20260316,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-10,2026-03-16,workday_w0,23,,0.6637052028118017
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,0,,1.9306895621280773
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,1,,1.2834273977635795
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,2,,1.0332593004753843
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,3,,0.8005710337404919
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,4,,0.7270668481272837
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,5,,0.8732444943996889
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,6,,1.2321914410568926
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,7,,1.426425643220993
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,8,,0.7633663825683776
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,9,,0.7036570355294884
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,10,,0.31455168720150223
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,11,,0.382067487534284
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,12,,1.2997547026808658
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,13,,1.040989777114054
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,14,,0.411349876112749
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,15,,0.398176507598767
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,16,,0.46533860886926504
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,17,,0.40147705140500295
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,18,,0.44003086946355374
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,19,,1.016297665966548
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,20,,1.1285625189112207
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,21,,0.8477289232034879
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,22,,0.656306131213183
all_equivalent5_ext_20260317,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-11,2026-03-17,workday_w1,23,,0.6621743475434897
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,0,,1.9329659311316885
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,1,,1.261978960354989
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,2,,0.9824988679390843
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,3,,0.8544586888770414
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,4,,0.7584002927755722
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,5,,0.8801578532094896
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,6,,1.2875999236041946
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,7,,1.459603543402292
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,8,,0.7559227491709724
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,9,,0.6650794307532018
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,10,,0.3334281814268761
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,11,,0.382324168326716
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,12,,1.458755192141222
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,13,,1.097828688426882
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,14,,0.4335799139951245
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,15,,0.4022816396803688
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,16,,0.45635747034178564
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,17,,0.4600960105523374
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,18,,0.46853144649095424
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,19,,0.9988039646948705
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,20,,1.1192249294304926
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,21,,0.9339885037567228
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,22,,0.6953383844566869
all_equivalent5_ext_20260318,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-12,2026-03-18,workday_w2,23,,0.6856488586464398
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,0,,1.9136729707119098
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,1,,1.3097555822993692
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,2,,1.0606748270354769
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,3,,0.8297006085954803
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,4,,0.7187051686851338
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,5,,0.9042894224046781
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,6,,1.3077640099435446
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,7,,1.4041965156673526
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,8,,0.7027184324707635
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,9,,0.6604975430541093
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,10,,0.3687939713310776
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,11,,0.44033481717543765
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,12,,1.424605761213497
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,13,,1.170354017583661
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,14,,0.48497083929763446
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,15,,0.45491104242518
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,16,,0.4833607099182353
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,17,,0.4736214664705665
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,18,,0.4337660533934923
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,19,,1.0476680090080726
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,20,,1.1683661817709923
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,21,,0.923706823262103
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,22,,0.6794906716958692
all_equivalent5_ext_20260319,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-13,2026-03-19,workday_w3,23,,0.6394347220567798
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,0,,1.8588996003767364
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,1,,1.2353471270089607
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,2,,1.0202124729402664
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,3,,0.8730072999010674
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,4,,0.7143586596764167
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,5,,0.8509816333009294
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,6,,1.3067094856345358
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,7,,1.3715274930257808
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,8,,0.77784455549146
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,9,,0.7139472812925176
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,10,,0.3710118572523618
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,11,,0.4190881043839243
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,12,,1.374285043054437
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,13,,1.1438916166107995
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,14,,0.49861337758621216
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,15,,0.48476995913776944
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,16,,0.5453091231278566
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,17,,0.4669749468238346
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,18,,0.5014328224217924
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,19,,0.9940139827766541
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,20,,1.1003725272892295
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,21,,0.8666205794408377
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,22,,0.7145558173975524
all_equivalent5_ext_20260320,all_equivalent5_ext,五家公司等价总量扩展版,广东,2026-03-14,2026-03-20,workday_w4,23,,0.6865211921934191
